sep=,
180512143657Time,Lights,input0,input1,angleFR,angleFL,angleBR,angleBL,powerFR,powerFL,powerBR,powerBL
4.626597166061401,0,35.4971096282229,0.4925413688209347,1,-49.94833375002435,-34.810536130319804,-69.04615274502001,-56.76828893202065,0.49778617664527247,0.6674746940308068,0.895694485015733,1.0
4.826600790023804,0,46.69829915633621,0.5249038007101873,1,-34.37365363669636,-24.67966095242933,-58.953708550204794,-48.1371675964657,0.5431567801396582,0.7344355260646953,0.869266211160744,1.0
5.026609659194946,0,82.15121672485556,0.8640949021953549,1,2.3462739720883974,1.9685751141399521,-18.939647729383978,-16.059126208547696,0.8068233704188175,0.9615442271561064,0.8522890649754616,1.0
5.226616621017456,0,105.09367469746995,1.1828051403337745,1,23.23098663114638,20.62308795529269,8.423076777370397,7.397189522694802,0.8929615755827872,1.0,0.8295097512284603,0.9437722457859249
5.426631689071655,0,111.71656462090975,1.25400199361883,1,29.392680862038077,26.342832073430174,16.070283573231904,14.210064032924393,0.9041321594644433,1.0,0.8197839320698107,0.924440767979216
5.626643180847168,0,73.61636279591683,1.0954825420790602,1,-9.252762519159035,-8.037471526557297,-25.186986313667347,-22.177659196920374,0.813239825775928,0.9352045081237282,0.8869901590283387,1.0
5.826651334762573,0,93.83176199169391,1.0774084647894688,1,12.516673914433909,10.926175456393977,-4.460040467915974,-3.880205667704857,0.8745882910665601,1.0,0.8563952595066734,0.9841281225708248
6.026662111282349,0,115.06815211408859,1.215494138200592,1,32.949215116590466,29.48712567294148,19.58304050086724,17.242991822366648,0.9050047677889779,1.0,0.8060627810694512,0.9114294143292921
6.226667642593384,0,78.50436212256,1.028634531794456,1,-3.3736604346300396,-2.9072603056758055,-20.8314712795395,-18.148790261306104,0.8200583141852168,0.951475437971851,0.8758939031644039,1.0
6.426672697067261,0,92.24931491892352,0.9427263653892363,1,12.171458208587467,10.418833251070964,-7.425757499838454,-6.340191745909905,0.8577322266906428,1.0,0.8455427319396916,0.989564519792595
6.62667989730835,0,113.64901975234642,1.002161663605229,1,33.216950455292675,29.06929909221816,16.643108609062153,14.239707738774399,0.8869251224532122,1.0,0.7744472268787617,0.9017385066534304
6.826688051223755,0,44.664155197444984,0.6031724463202874,1,-38.639781767833625,-29.21035167200199,-58.919966043564585,-49.2442258356414,0.58456063863955,0.7479499586632208,0.8844670709429294,1.0
7.026697635650635,0,32.12705359944948,0.5490801398703108,1,-55.437475351118195,-40.63984304433259,-70.56483850510398,-59.173445742822906,0.5340976474839111,0.6753141211597193,0.9106103089742199,1.0
7.2267005443573,0,34.4913548560868,0.5156442572161548,1,-51.72334996305193,-36.84491039077177,-69.32392951804334,-57.45150290400744,0.5135396687271339,0.6722967812230218,0.9009661643555426,1.0
7.42670750617981,0,34.752135888889725,0.5087474815662482,1,-51.262061185910994,-36.287849237375454,-69.26728691244469,-57.2749714281519,0.5088861756544004,0.6706845849409224,0.8995261682101217,1.0
7.626713514328003,0,34.982708354091145,0.5040734073525402,1,-50.86515701524334,-35.84914543823071,-69.18787352236319,-57.115860493926334,0.5057488250166899,0.6698342127585357,0.8983896712584774,1.0
